travel sustainable,travel sustainable_2,star rating,quality rating,preferred badge,review score,overall review,reviews count,property name,location,price,distance from centre,room type recommendation
N/A,N/A,4 out of 5,N/A,N/A,8.6,Fabulous,834,The Signature Hotel & Serviced Suites Kuala Lumpur,"Sri Hartamas, Kuala Lumpur",MYR 213,6.3 km from centre,Queen Studio
N/A,N/A,N/A,N/A,N/A,8.0,Very good,237,"Birdnest Guesthouse, Gaia Rooftop Cafe",Kuala Lumpur,MYR 114,1.8 km from centre,Budget Double Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,soho suite klcc by Homestay,"Golden Triangle, Kuala Lumpur",MYR 320,1.3 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Happy Suites at Eaton KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 365,1.4 km from centre,Superior Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Luxe Suite by KLCC,"Chow Kit, Kuala Lumpur",MYR 340,1.1 km from centre,Studio
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,TRIBECA Suites KL Pavilion @ Bukit Bintang with Sky Infinity Pool,"Bukit Bintang, Kuala Lumpur",MYR 359,1.2 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,7.2,Good,323,Hotel Trillium,Kuala Lumpur,MYR 122,10.5 km from centre,Double Room
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,1,Stylish and Modern 1BR in the Heart of KL ALUX43A,"Bukit Bintang, Kuala Lumpur",MYR 261,1.5 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.4,Good,317,Summer Suites Residences by Subhome,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 83,0.6 km from centre,Day use Max 6 Hours between 8AM to 3PM
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.6,Exceptional,5,Flixses at Eaton KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 383,0.7 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,5.6,Review score,79,Club Dolphin Hotel,"Chow Kit, Kuala Lumpur",MYR 95,1.7 km from centre,King Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arte Mont kiara 02 By Lovely Apartment,Kuala Lumpur,MYR 175,4.8 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,8.5,Very good,218,Hotel Aman Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 130,1.4 km from centre,Superior Twin Room - No Window
Travel Sustainable Level 1,N/A,1 out of 5,N/A,This is a Preferred Partner property,7.1,Good,305,Travel Hub Guesthouse,Kuala Lumpur,MYR 86,1.8 km from centre,Double Room
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.2,Good,592,Hotel Pudu Plaza Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 119,1.9 km from centre,Standard Room without Window
N/A,N/A,2 out of 5,N/A,This is a Preferred Partner property,7.6,Good,366,OYO 89576 Mokka Hotel,Kuala Lumpur,MYR 211,11.8 km from centre,Standard Twin Room
Travel Sustainable Level 1,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.8,Good,429,Ibis Styles Kuala Lumpur Fraser Business Park,"Pudu, Kuala Lumpur",MYR 139,2.8 km from centre,Standard Queen Room
N/A,N/A,3 out of 5,N/A,N/A,7.5,Good,433,The 5 Elements Hotel Chinatown Kuala Lumpur,Kuala Lumpur,MYR 116,1.5 km from centre,Superior Twin Room
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.6,Good,"1,085",Arte Plus by Cobnb KLCC,"Ampang, Kuala Lumpur",MYR 190,4.5 km from centre,Studio Suites
N/A,N/A,N/A,N/A,N/A,8.2,Very good,297,Hexa Hotel & Backpackers Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 190,0.7 km from centre,Deluxe Queen Room
N/A,N/A,N/A,N/A,This is a Preferred Partner property,7.8,Good,183,H Boutique Hotel Xplorer Cheras,"Ampang, Kuala Lumpur",MYR 234,3.6 km from centre,Deluxe Double Room
N/A,N/A,N/A,3 out of 5,N/A,6.7,Review score,45,AWESOMESTAY at ARTE MONT KIARA,Kuala Lumpur,MYR 148,4.9 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,7.8,Good,"1,887",Hotel Maluri,"Ampang, Kuala Lumpur",MYR 99,3.8 km from centre,Deluxe King Room
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.5,Very good,68,The Mews KLCC by Plush,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 274,1.2 km from centre,Duplex Apartment
Travel Sustainable Level 2,N/A,N/A,N/A,N/A,8.0,Very good,743,Mingle Highstreet,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 136,1.2 km from centre,Twin Room with Shared Bathroom
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,720,Indie Hotel Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 196,0.7 km from centre,Small Double Room
Travel Sustainable Level 3,N/A,N/A,N/A,This is a Preferred Partner property,8.0,Very good,10,Best Apartment At Taragon,"Bukit Bintang, Kuala Lumpur",MYR 250,1.5 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,N/A,8.9,Fabulous,149,Eaton Residences KLCC by Luna,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 288,1.4 km from centre,Superior One-Bedroom Suite
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.4,Very good,5,Anggun Platinum Suites,"Chow Kit, Kuala Lumpur",MYR 582,1 km from centre,Superior Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.3,Good,7,The Signature & Hotel Suites Mont Kiara Kuala Lumpur,"Sri Hartamas, Kuala Lumpur",MYR 330,6.3 km from centre,Deluxe Queen Room
N/A,N/A,N/A,N/A,This is a Preferred Partner property,9.0,Superb,2,The Bengkulu Suite Jacuzzi KTV KL City,"Chow Kit, Kuala Lumpur",MYR 528,0.9 km from centre,One-Bedroom House
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.5,Exceptional,38,Eaton KLCC Suites By Elite,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 606,1.4 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,This is a Preferred Partner property,9.9,Exceptional,10,vortex klcc by M,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 454,100 m from centre,Three-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,KL City View 6pax @Anggun 5min walk to Monorail,"Chow Kit, Kuala Lumpur",MYR 272,1 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.6,Fabulous,27,Berjaya times square new B&M service suite at KL,"Bukit Bintang, Kuala Lumpur",MYR 249,1.4 km from centre,Deluxe Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.6,Good,51,OPUS Kuala Lumpur,"Mid Valley, Kuala Lumpur",MYR 437,2 km from centre,Premier Two-Bedroom Suite with Merdeka Tower View
N/A,N/A,N/A,N/A,This is a Preferred Partner property,9.3,Superb,22,One Bedroom Apartment @ Mercu Summer,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 184,0.7 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.7,Good,6,"RamadaSuite 3R3B Penthouse at Bukit Bintang,Kuala Lumpur","Bukit Bintang, Kuala Lumpur","MYR 2,036",0.6 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,N/A,N/A,N/A,Mercu Summer KLCC by Malenehom,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 196,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.1,Very good,30,Minsu (Parc 3),"Pudu, Kuala Lumpur","MYR 1,030",4.4 km from centre,Two-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.4,Good,15,KL City Suite at Berjaya Times Square,"Bukit Bintang, Kuala Lumpur",MYR 399,1.3 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.8,Fabulous,30,Legasi Kampung Baru Guest House by Rumahrehat twin tower view,Kuala Lumpur,MYR 368,0.9 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.0,Very good,139,188 Suites KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 199,0.7 km from centre,Studio with Balcony
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,4.7,Review score,35,Berjaya Times Square Hotel Apartment At KL,"Bukit Bintang, Kuala Lumpur",MYR 235,1.3 km from centre,Studio Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.8,Fabulous,59,Platinum suites kuala lumpur by Signature Apartment,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 369,0.7 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.2,Very good,18,Quzoma Suites @ Platinum KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 604,0.7 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.1,Superb,91,KLCC Service suites by Home Sweet Home,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 369,100 m from centre,Three-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.6,Good,47,Reliance Service Suite@ Times square,"Bukit Bintang, Kuala Lumpur",MYR 220,1.3 km from centre,Studio Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.6,Good,9,Greystone Robertson Residence,"Bukit Bintang, Kuala Lumpur",MYR 194,1.2 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.0,Good,122,One Maxim Residence at Taragon,"Bukit Bintang, Kuala Lumpur",MYR 217,1.6 km from centre,Studio with Balcony
N/A,N/A,2 out of 5,N/A,This is a Preferred Partner property,7.8,Good,128,DUTA HOTEL,Kuala Lumpur,MYR 100,5.7 km from centre,Queen Room
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.4,Very good,69,Vortex Suites Apartment KLCC Area,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 638,100 m from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,9.9,Exceptional,9,Platinum KLCC By Loversuites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 370,0.7 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.6,Good,79,Elements service suite@ Times Square,"Bukit Bintang, Kuala Lumpur",MYR 194,1.3 km from centre,Studio Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.5,Very good,136,The Robertson PanoramaKL Suites,"Bukit Bintang, Kuala Lumpur",MYR 259,1.2 km from centre,Deluxe Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.5,Very good,22,Conceptual Homestay 3BR 10PAX Pandan Perdana,"Ampang, Kuala Lumpur",MYR 288,5.4 km from centre,Three-Bedroom House
N/A,N/A,N/A,N/A,This is a Preferred Partner property,9.2,Superb,4,Ni Hao Suites At Times Square,"Bukit Bintang, Kuala Lumpur",MYR 300,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.9,Good,21,Dorsett Residences Kuala Lumpur,"Sri Hartamas, Kuala Lumpur",MYR 296,5.9 km from centre,Superior Apartment
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,TheEden#13 SwissGardenKL,"Bukit Bintang, Kuala Lumpur",MYR 168,1.2 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.0,Good,18,Bangsar Grande Villa 23 by Vale Pine,"Mid Valley, Kuala Lumpur",MYR 888,4.8 km from centre,Villa
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.1,Very good,45,Moka Eko Cheras,Kuala Lumpur,MYR 192,7.6 km from centre,Studio
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.3,Good,11,Sky Apartments at Times Square,"Bukit Bintang, Kuala Lumpur",MYR 600,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,This is a Preferred Partner property,8.4,Very good,71,EkoCheras Suite by MOKA,Kuala Lumpur,MYR 192,7.6 km from centre,Studio
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.6,Good,42,Robertson by Shahjalal Suites,"Bukit Bintang, Kuala Lumpur",MYR 218,1.2 km from centre,Superior Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.0,Very good,69,Verve Suites KL South,"Mid Valley, Kuala Lumpur",MYR 239,7.8 km from centre,Studio Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.7,Fabulous,359,Opus Residences by Opus Hospitality,"Mid Valley, Kuala Lumpur",MYR 960,2.1 km from centre,Deluxe Two-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,6.0,Review score,6,SKY POOL Stylish Suite 2-7Pax at KL City,"Sri Hartamas, Kuala Lumpur",MYR 266,5.9 km from centre,Superior Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.3,Very good,141,The Robertson Bukit Bintang by Wowhome,"Bukit Bintang, Kuala Lumpur",MYR 238,1.2 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.4,Very good,167,Anggun Residences Serviced Suites,"Chow Kit, Kuala Lumpur",MYR 344,1 km from centre,Superior Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.4,Good,298,"Maxhome@Dorsett Residence , KL","Bukit Bintang, Kuala Lumpur",MYR 223,1.2 km from centre,Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.9,Good,228,Soho Suites KLCC by C&C,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 200,250 m from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.8,Fabulous,778,W Kuala Lumpur Hotel,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,839",0.5 km from centre,"Wonderful Room, 2 Queen Beds"
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.6,Good,139,7Stonez Platinum Residence KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 844,0.6 km from centre,Deluxe Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.5,Good,206,Vortex KLCC by Luxury Suites Asia,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 291,50 m from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,800,"Sunway Lagoon Hotel , formerly Sunway Clio Hotel",Kuala Lumpur,MYR 470,14.6 km from centre,Deluxe Plus Double or Twin Room
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,6.9,Review score,37,Vio Hotel,Kuala Lumpur,MYR 257,9.9 km from centre,Twin Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.1,Very good,466,Suasana Suites Bukit Ceylon,"Bukit Bintang, Kuala Lumpur",MYR 795,0.8 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.7,Exceptional,126,Paradise Suites at Eaton KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 404,1.4 km from centre,Double or Twin Room with City View
N/A,N/A,1 out of 5,N/A,This is a Preferred Partner property,7.4,Good,78,M Design Hotel @ Shamelin Perkasa,"Ampang, Kuala Lumpur",MYR 111,4.3 km from centre,Deluxe King Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.0,Good,216,The Pearl Kuala Lumpur,"Mid Valley, Kuala Lumpur",MYR 332,8.6 km from centre,Deluxe Twin Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.5,Good,902,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 330,1.1 km from centre,Deluxe King Room
N/A,N/A,N/A,4 out of 5,N/A,9.3,Superb,26,TR Residence Titiwangsa by HCK,Kuala Lumpur,MYR 177,2.4 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,720,Indie Hotel Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 196,0.7 km from centre,Small Double Room
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.5,Very good,312,Summer suites klcc by Star Residence,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 199,0.6 km from centre,Studio with Balcony
N/A,N/A,N/A,3 out of 5,N/A,6.7,Review score,45,AWESOMESTAY at ARTE MONT KIARA,Kuala Lumpur,MYR 148,4.9 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,7.8,Good,"1,887",Hotel Maluri,"Ampang, Kuala Lumpur",MYR 99,3.8 km from centre,Deluxe King Room
Travel Sustainable Level 2,N/A,N/A,N/A,N/A,8.0,Very good,743,Mingle Highstreet,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 136,1.2 km from centre,Twin Room with Shared Bathroom
Travel Sustainable Level 3,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.1,Very good,"1,855",Ceylonz KLCC by Perfect Host,"Bukit Bintang, Kuala Lumpur",MYR 225,0.9 km from centre,Executive Winter Designer Twin
N/A,N/A,N/A,3 out of 5,N/A,7.0,Good,33,EXPRESSIONZ KLCC BY MANA-MANA,Kuala Lumpur,MYR 131,2 km from centre,Deluxe Twin Room
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.0,Good,758,Platinum Suites @ Swiss Garden,"Bukit Bintang, Kuala Lumpur",MYR 208,1.1 km from centre,Studio Apartment
Travel Sustainable Level 2,N/A,3 out of 5,N/A,N/A,7.7,Good,415,East Riverine Boutique Hotel,"Chow Kit, Kuala Lumpur",MYR 96,1.5 km from centre,Superior Queen Room
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,KLCC VIEW 3BR 6PAX @ Lavile Residences,"Pudu, Kuala Lumpur",MYR 236,3.7 km from centre,Three-Bedroom Apartment
N/A,N/A,5 out of 5,N/A,N/A,8.8,Fabulous,"1,962",Pavilion Hotel Kuala Lumpur Managed by Banyan Tree,"Bukit Bintang, Kuala Lumpur",MYR 580,1 km from centre,City Oasis King
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,9.7,Exceptional,6,Millerz 900sq ft 2 rooms 3km to Mid Valley,"Mid Valley, Kuala Lumpur",MYR 146,8.1 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.3,Good,"1,068",Silka Maytower Kuala Lumpur,"Golden Triangle, Kuala Lumpur",MYR 122,1 km from centre,Standard Room
N/A,N/A,N/A,N/A,N/A,8.7,Fabulous,3,Regalia Suites KL Infinity Pool _ by MygeHomes,"Chow Kit, Kuala Lumpur",MYR 93,2 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.1,Good,131,Taragon Residences,"Bukit Bintang, Kuala Lumpur",MYR 135,1.6 km from centre,Studio Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,N/A,9.7,Exceptional,4,The Platinum 2 KLCC Premium Suite by Reluxe Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 613,0.6 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,7.9,Good,150,Legasi Suites Service KLCC,Kuala Lumpur,MYR 287,0.8 km from centre,Deluxe Studio
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,Chambers Residence Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 267,2 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,8.6,Fabulous,316,Sojourn Guest House,"Ampang, Kuala Lumpur",MYR 197,5.9 km from centre,Deluxe Twin Room
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,25,*[NEW] 1BR Cozy Stay @ Arte Mont Kiara with Netflix,Kuala Lumpur,MYR 189,4.9 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.2,Very good,55,Homestay Serviced Suites at Platinum KLCC,Kuala Lumpur,MYR 485,0.8 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,3 out of 5,N/A,6.6,Review score,70,D'Majestic Premier Suites Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 120,2 km from centre,Deluxe Twin Suite
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,10,Exceptional,4,Mercu Summer Suites Residence@ KLCC by Veedu Hauz,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 450,0.6 km from centre,Queen Studio
N/A,N/A,5 out of 5,N/A,This is a Preferred Partner property,7.7,Good,"6,486",Dorsett Hartamas Kuala Lumpur,"Sri Hartamas, Kuala Lumpur",MYR 222,5.8 km from centre,Superior Room
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,6.5,Review score,"4,586",Hotel Sentral KL @ KL Sentral Station,"Brickfields, Kuala Lumpur",MYR 146,3.3 km from centre,Express Double or Twin Room (No Window)
Travel Sustainable Level 2,N/A,N/A,3 out of 5,N/A,7.0,Good,225,Revo Home at Pavilion Bukit Jalil,Kuala Lumpur,MYR 400,11.2 km from centre,Queen Studio
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.9,Fabulous,148,The Platinum KLCC By Home Stay,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 400,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,5 out of 5,N/A,This is a Preferred Partner property,7.5,Good,"2,539","Berjaya Times Square Hotel, Kuala Lumpur","Bukit Bintang, Kuala Lumpur",MYR 346,1.3 km from centre,Superior Room
Travel Sustainable Level 2,N/A,4 out of 5,N/A,N/A,7.6,Good,66,Bintang Service Suite at Times Square,"Bukit Bintang, Kuala Lumpur",MYR 269,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.6,Fabulous,7,Ceylonz KLCC by Mana-Mana,"Bukit Bintang, Kuala Lumpur",MYR 177,0.9 km from centre,Muji Zen Queen room
Travel Sustainable Level 1,N/A,N/A,3 out of 5,N/A,8.0,Very good,629,Arte Mont Kiara Luxury Suite,Kuala Lumpur,MYR 182,5.3 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.8,Review score,254,Seeds Hotel Setia Wangsa,Kuala Lumpur,MYR 106,4.2 km from centre,Double Room
N/A,N/A,4 out of 5,N/A,N/A,6.2,Review score,828,"Flamingo Hotel By The Lake, Kuala Lumpur","Kuala Lumpur City-Centre, Kuala Lumpur",MYR 197,4.9 km from centre,Superior Room
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,6.3,Review score,118,Smile Hotel Pekeliling Sentul,Kuala Lumpur,MYR 89,2.7 km from centre,Double Room
N/A,N/A,N/A,N/A,This is a Preferred Partner property,7.4,Good,573,Zetter Suite Arte Mont Kiara,Kuala Lumpur,MYR 203,4.9 km from centre,2 Bedroom Suite
Travel Sustainable Level 1,N/A,N/A,N/A,N/A,6.0,Review score,1,vortex klcc suites By Leava,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 279,100 m from centre,Three-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,N/A,N/A,N/A,The Ooak Suite & Residence,"Mont Kiara, Kuala Lumpur",MYR 256,6.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.9,Fabulous,554,Four Seasons Hotel Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,085",0.8 km from centre,Double Room with City View
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Crest Residence Klcc by Sarah's Lodge,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 272,0.6 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,3,Binjai 8- 3beds Family Suite#7min to KLCC#Netflix,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 529,1.2 km from centre,Apartment
Travel Sustainable Level 1,N/A,N/A,N/A,N/A,5.8,Review score,193,Oasis Guest House,Kuala Lumpur,MYR 37,1.7 km from centre,Double or Twin Room with Shared Bathroom
N/A,N/A,2 out of 5,N/A,N/A,6.8,Review score,162,"Lavana Hotel, Chinatown",Kuala Lumpur,MYR 104,1.8 km from centre,Superior Room
N/A,N/A,N/A,4 out of 5,N/A,8.6,Fabulous,41,Maxhome Plus at Lucentia Bukit Bintang City centre KL,"Bukit Bintang, Kuala Lumpur",MYR 203,1.5 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.3,Very good,"1,113",PARKROYAL COLLECTION Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 391,1.2 km from centre,Urban Deluxe King
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comportable 1bed room klcc view pool,"Chow Kit, Kuala Lumpur",MYR 131,1.1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,10,Exceptional,1,Summer suites near by KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 192,0.8 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,6.2,Review score,95,Bunk & Bilik Hotel Jalan Ipoh,Kuala Lumpur,MYR 100,5.6 km from centre,Standard Queen Room with Shared Bathroom
Travel Sustainable Level 3,N/A,N/A,3 out of 5,N/A,10,Exceptional,2,Joyful and Jolly at Mercu Summer Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 141,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,5.4,Review score,5,OxSuites at Pavilion Embassy nearby KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 238,1.1 km from centre,Superior Apartment
Travel Sustainable Level 1,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.2,Good,838,"Leo Palace New Wing, WTC Kuala Lumpur","Chow Kit, Kuala Lumpur",MYR 122,2.4 km from centre,Standard Double With No View
N/A,N/A,N/A,3 out of 5,N/A,7.1,Good,78,Aurora Place Suites Kuala Lumpur Bukit Jalil by Rasa Sayang,Kuala Lumpur,MYR 400,11.2 km from centre,Standard Studio
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.2,Very good,"1,708",Grand Service Apartment @ Times Square,"Bukit Bintang, Kuala Lumpur",MYR 283,1.4 km from centre,One-Bedroom Apartment
